8157 WIND_SPEED,TEMPERATURE,HUMIDITY,MIC_A,MIC_B
154253 2.28,24.50,39.00,-150.75,-0.75
154261 2.28,24.50,39.00,-121.00,-101.00
154261 2.28,24.50,39.00,-333.75,-52.50
154269 2.28,24.50,39.00,-144.00,-99.50
154269 2.28,24.50,39.00,13.25,-240.50
154277 2.28,24.50,39.00,31.75,-70.75
154278 2.28,24.50,39.00,-88.25,40.50
154285 2.28,24.50,39.00,-11.75,-74.00
154285 2.28,24.50,39.00,-66.50,-171.00
154293 2.28,24.50,39.00,5.00,19.50
154293 2.28,24.50,39.00,-3.00,36.75
154301 2.28,24.50,39.00,11.00,29.50
154302 2.28,24.50,39.00,-242.75,-21.75
154309 2.28,24.50,39.00,-566.50,-95.75
154309 2.28,24.50,39.00,437.00,-144.00
154317 2.28,24.50,39.00,383.75,-26.75
154317 2.28,24.50,39.00,-94.50,107.75
154325 2.28,24.50,39.00,-304.25,-114.50
154325 2.28,24.50,39.00,-189.25,-166.00
154333 2.28,24.50,39.00,369.75,161.00
154333 2.28,24.50,39.00,416.50,269.75
154341 2.28,24.50,39.00,230.50,216.50
154342 2.28,24.50,39.00,-4.00,83.00
154350 2.28,24.50,39.00,38.50,-47.75
154350 2.28,24.50,39.00,-75.50,-15.25
154358 2.28,24.50,39.00,37.75,-28.50
154358 2.28,24.50,39.00,144.00,18.25
154365 2.28,24.50,39.00,222.75,81.25
154366 2.28,24.50,39.00,277.25,213.50
154373 2.28,24.50,39.00,62.00,230.00
154373 2.28,24.50,39.00,85.00,-78.25
154381 2.28,24.50,39.00,48.25,-57.00
154381 2.28,24.50,39.00,-14.00,1.50
154389 2.28,24.50,39.00,-15.25,-4.00
154389 2.28,24.50,39.00,50.75,-56.00
154397 2.28,24.50,39.00,65.00,-32.75
154397 2.28,24.50,39.00,-68.00,10.50
154406 2.28,24.50,39.00,44.00,40.25
154406 2.28,24.50,39.00,7.50,-68.50
154414 2.28,24.50,39.00,-32.00,-26.00
154414 2.28,24.50,39.00,-15.25,-51.25
154421 2.28,24.50,39.00,49.50,-39.50
154421 2.28,24.50,39.00,-90.25,19.25
154429 2.28,24.50,39.00,-225.25,88.75
154429 2.28,24.50,39.00,-134.75,-29.75
154437 2.28,24.50,39.00,-256.25,-163.25
154437 2.28,24.50,39.00,-12.00,15.75
154446 2.28,24.50,39.00,163.75,29.00
154446 2.28,24.50,39.00,49.00,17.75
154453 2.28,24.50,39.00,24.00,42.25
154453 2.28,24.50,39.00,167.00,-148.50
154462 2.28,24.50,39.00,100.75,-147.00
154462 2.28,24.50,39.00,-34.75,-13.75
154469 2.28,24.50,39.00,-152.75,-9.25
154469 2.28,24.50,39.00,207.25,101.00
154477 2.28,24.50,39.00,215.50,178.25
154477 2.28,24.50,39.00,-557.75,-84.50
154485 2.28,24.50,39.00,6.50,-280.25
154485 2.28,24.50,39.00,-514.50,-483.25
154493 2.28,24.50,39.00,-29.50,51.25
154493 2.28,24.50,39.00,-6.75,-148.75
154501 2.28,24.50,39.00,-57.75,86.50
154502 2.28,24.50,39.00,-12.25,125.00
154509 2.28,24.50,39.00,-90.00,52.75
154509 2.28,24.50,39.00,1.25,65.75
154517 2.28,24.50,39.00,21.75,-119.00
154517 2.28,24.50,39.00,-110.25,-38.75
154525 2.28,24.50,39.00,-60.75,58.75
154525 2.28,24.50,39.00,-7.50,-224.50
154534 2.28,24.50,39.00,-189.50,42.00
154534 2.28,24.50,39.00,99.75,119.75
154542 2.28,24.50,39.00,136.25,9.00
154542 2.28,24.50,39.00,84.25,94.00
154550 2.28,24.50,39.00,94.50,160.75
154550 2.28,24.50,39.00,116.75,53.50
154558 2.28,24.50,39.00,30.75,-121.75
154558 2.28,24.50,39.00,-5.25,32.25
154566 2.28,24.50,39.00,20.50,15.00
154566 2.28,24.50,39.00,354.25,-17.50
154574 2.28,24.50,39.00,345.75,11.00
154574 2.28,24.50,39.00,81.00,510.50
154581 2.28,24.50,39.00,-281.75,33.75
154581 2.28,24.50,39.00,-346.75,-151.25
154590 2.28,24.50,39.00,-141.50,-250.25
154590 2.28,24.50,39.00,-190.75,-151.25
154596 2.28,24.50,39.00,-267.50,-350.50
154599 2.28,24.50,39.00,147.50,-78.00
154605 2.28,24.50,39.00,58.00,-130.25
154605 2.28,24.50,39.00,75.25,144.25
154613 2.28,24.50,39.00,-67.25,210.00
154613 2.28,24.50,39.00,160.00,184.25
154622 2.28,24.50,39.00,216.50,119.00
154622 2.28,24.50,39.00,59.75,22.75
154630 2.28,24.50,39.00,122.00,57.50
154630 2.28,24.50,39.00,237.75,-28.00
154638 2.28,24.50,39.00,173.00,122.00
154638 2.28,24.50,39.00,110.75,179.25
154646 2.28,24.50,39.00,248.75,238.25
154646 2.28,24.50,39.00,-253.75,90.25
154653 2.28,24.50,39.00,-234.00,36.25
154653 2.28,24.50,39.00,-331.00,-428.50
154662 2.28,24.50,39.00,-144.75,-305.75
154662 2.28,24.50,39.00,26.50,-227.25
154669 2.28,24.50,39.00,14.25,-111.25
154669 2.28,24.50,39.00,23.25,65.50
154678 2.28,24.50,39.00,78.75,98.25
154678 2.28,24.50,39.00,168.25,39.75
154686 2.28,24.50,39.00,161.50,7.50
154686 2.28,24.50,39.00,348.00,85.00
154694 2.28,24.50,39.00,264.75,-55.25
154694 2.28,24.50,39.00,-23.50,96.50
154701 2.28,24.50,39.00,-463.75,-146.50
154702 2.28,24.50,39.00,-1.50,-154.25
154710 2.28,24.50,39.00,-34.00,-138.50
154710 2.28,24.50,39.00,-56.50,219.50
154717 2.28,24.50,39.00,235.25,19.00
154717 2.28,24.50,39.00,-416.75,-42.75
154725 2.28,24.50,39.00,-192.00,-5.50
154725 2.28,24.50,39.00,-14.00,-215.25
154734 2.28,24.50,39.00,-20.75,16.25
154734 2.28,24.50,39.00,-48.75,-72.50
154742 2.28,24.50,39.00,307.50,-156.00
154742 2.28,24.50,39.00,49.75,414.50
154750 2.28,24.50,39.00,-235.50,-229.00
154750 2.28,24.50,39.00,-403.00,-34.75
154757 2.28,24.50,39.00,58.50,-34.50
154757 2.28,24.50,39.00,7.75,65.50
154765 2.28,24.50,39.00,-49.50,314.75
154765 2.28,24.50,39.00,-122.50,82.75
154773 2.28,24.50,39.00,-116.75,66.25
154773 2.28,24.50,39.00,83.00,93.75
154782 2.28,24.50,39.00,-124.25,-164.00
154782 2.28,24.50,39.00,270.75,73.25
154790 2.28,24.50,39.00,240.00,11.00
154790 2.28,24.50,39.00,299.25,313.50
154797 2.28,24.50,39.00,697.25,48.25
154797 2.28,24.50,39.00,134.50,-205.00
154805 2.28,24.50,39.00,-287.00,282.25
154805 2.28,24.50,39.00,-334.25,183.75
154813 2.28,24.50,39.00,-479.25,-231.00
154813 2.28,24.50,39.00,-38.00,14.75
154821 2.28,24.50,39.00,-161.25,-396.25
154822 2.19,24.50,39.00,884.25,262.75
154829 2.19,24.50,39.00,107.50,84.25
154829 2.19,24.50,39.00,-204.50,225.75
154837 2.19,24.50,39.00,-155.25,70.50
154837 2.19,24.50,39.00,-119.25,112.50
154846 2.19,24.50,39.00,22.25,-28.00
154846 2.19,24.50,39.00,-75.25,-70.50
154853 2.19,24.50,39.00,27.50,76.00
154853 2.19,24.50,39.00,28.00,15.50
154861 2.19,24.50,39.00,31.75,70.75
154862 2.19,24.50,39.00,82.00,2.00
154870 2.19,24.50,39.00,59.75,-12.50
154870 2.19,24.50,39.00,-96.00,-50.50
154877 2.19,24.50,39.00,60.75,-15.75
154878 2.19,24.50,39.00,-102.00,-62.00
154884 2.19,24.50,39.00,-95.75,-50.50
154886 2.19,24.50,39.00,-64.50,-89.75
154893 2.19,24.50,39.00,-113.00,-11.75
154893 2.19,24.50,39.00,-156.50,50.50
154901 2.19,24.50,39.00,-97.75,-12.25
154901 2.19,24.50,39.00,-15.75,-14.00
154909 2.19,24.50,39.00,-414.00,34.00
154909 2.19,24.50,39.00,-284.50,-137.00
154917 2.19,24.50,39.00,-90.75,109.25
154917 2.19,24.50,39.00,-9.00,-148.75
154925 2.19,24.50,39.00,94.50,-103.00
154925 2.19,24.50,39.00,-2.50,-159.25
154933 2.19,24.50,39.00,5.75,69.50
154933 2.19,24.50,39.00,-36.00,-57.50
154941 2.19,24.50,39.00,-34.25,-123.75
154941 2.19,24.50,39.00,136.25,4.50
154949 2.19,24.50,39.00,25.75,44.75
154949 2.19,24.50,39.00,58.75,41.00
154957 2.19,24.50,39.00,260.00,1.00
154957 2.19,24.50,39.00,20.25,15.00
154965 2.19,24.50,39.00,-159.00,37.75
154966 2.19,24.50,39.00,-136.25,-28.25
154973 2.19,24.50,39.00,57.00,62.50
154974 2.19,24.50,39.00,-16.00,-87.75
154981 2.19,24.50,39.00,-321.25,-8.25
154982 2.19,24.50,39.00,-41.00,9.00
154990 2.19,24.50,39.00,-39.25,34.75
154990 2.19,24.50,39.00,220.75,63.50
154998 2.19,24.50,39.00,195.75,53.50
154998 2.19,24.50,39.00,176.25,122.50
155006 2.19,24.50,39.00,289.25,121.00
155006 2.19,24.50,39.00,-9.50,-1.00
155013 2.19,24.50,39.00,-104.00,86.75
155014 2.19,24.50,39.00,-129.00,-64.75
155021 2.19,24.50,39.00,61.00,-128.25
155021 2.19,24.50,39.00,-82.50,-30.75
155029 2.19,24.50,39.00,-1.75,4.00
155029 2.19,24.50,39.00,263.00,-112.00
155037 2.19,24.50,39.00,-19.75,116.75
155037 2.19,24.50,39.00,-85.25,78.25
155045 2.19,24.50,39.00,78.50,-104.25
155045 2.19,24.50,39.00,62.00,38.00
155053 2.19,24.50,39.00,150.75,124.25
155053 2.19,24.50,39.00,225.50,42.75
155062 2.19,24.50,39.00,273.75,134.25
155062 2.19,24.50,39.00,-21.00,51.50
155069 2.19,24.50,39.00,-224.25,-38.75
155070 2.19,24.50,39.00,-212.00,-68.25
155077 2.19,24.50,39.00,-192.50,-82.75
155078 2.19,24.50,39.00,-210.00,-85.50
155085 2.19,24.50,39.00,-155.50,-67.75
155086 2.19,24.50,39.00,-183.50,-28.50
155094 2.19,24.50,39.00,-132.75,-9.25
155094 2.19,24.50,39.00,72.75,-16.25
155101 2.19,24.50,39.00,-63.75,-255.50
155102 2.19,24.50,39.00,-179.00,170.25
155110 2.19,24.50,39.00,18.25,-14.00
155110 2.19,24.50,39.00,99.75,-138.50
155117 2.19,24.50,39.00,-101.50,-74.75
155118 2.19,24.50,39.00,-10.25,-152.75
155126 2.19,24.50,39.00,38.00,-82.50
155126 2.19,24.50,39.00,332.75,214.25
155133 2.19,24.50,39.00,292.00,104.75
155134 2.19,24.50,39.00,2.25,53.25
155141 2.19,24.50,39.00,-70.75,-99.75
155142 2.19,24.50,39.00,-30.50,-26.25
155149 2.19,24.50,39.00,166.50,-67.50
155150 2.19,24.50,39.00,75.50,-168.75
155158 2.19,24.50,39.00,-41.50,35.50
155158 2.19,24.50,39.00,136.00,23.25
155165 2.19,24.50,39.00,-89.00,59.50
155165 2.19,24.50,39.00,79.25,81.50
155173 2.19,24.50,39.00,-116.50,14.25
155173 2.19,24.50,39.00,10.00,89.50
155181 2.19,24.50,39.00,32.75,-129.75
155181 2.19,24.50,39.00,-121.25,-48.25
155189 2.19,24.50,39.00,-173.00,67.75
155189 2.19,24.50,39.00,144.75,160.00
155198 2.19,24.50,39.00,701.25,18.25
155198 2.19,24.50,39.00,54.00,50.75
155205 2.19,24.50,39.00,-121.50,286.50
155206 2.19,24.50,39.00,-126.75,-202.50
155213 2.19,24.50,39.00,-54.25,80.75
155214 2.19,24.50,39.00,-129.25,-43.75
155222 2.19,24.50,39.00,-45.75,48.25
155222 2.19,24.50,39.00,5.75,-302.50
155229 2.19,24.50,39.00,-44.75,-27.75
155230 2.19,24.50,39.00,67.75,83.75
155235 2.19,24.50,39.00,96.50,123.25
155242 2.19,24.50,39.00,-45.00,31.25
155243 2.19,24.50,39.00,-338.25,9.75
155246 2.19,24.50,39.00,-194.50,-221.25
155253 2.19,24.50,39.00,-225.25,-248.75
155254 2.19,24.50,39.00,467.00,156.75
155261 2.19,24.50,39.00,-173.00,-32.75
155261 2.19,24.50,39.00,226.00,-31.75
155269 2.19,24.50,39.00,-389.25,95.00
155269 2.19,24.50,39.00,-130.00,182.25
155277 2.19,24.50,39.00,-122.50,-315.00
155277 2.19,24.50,39.00,-45.25,-288.00
155285 2.19,24.50,39.00,90.00,-108.00
155285 2.19,24.50,39.00,34.25,59.50
155293 2.19,24.50,39.00,253.25,188.25
155294 2.19,24.50,39.00,79.25,-20.75
155301 2.19,24.50,39.00,74.75,76.50
155301 2.19,24.50,39.00,58.00,92.50
155309 2.19,24.50,39.00,183.00,36.00
155309 2.19,24.50,39.00,78.25,13.00
155317 2.19,24.50,39.00,-349.00,21.50
155317 2.19,24.50,39.00,92.50,-98.25
155325 2.19,24.50,39.00,-96.00,143.75
155325 2.19,24.50,39.00,341.50,-295.25
155333 2.19,24.50,39.00,40.75,99.50
155333 2.19,24.50,39.00,73.50,271.25
155341 2.19,24.50,39.00,-92.00,237.50
155341 2.19,24.50,39.00,42.50,162.75
155349 2.19,24.50,39.00,-77.75,-140.50
155349 2.19,24.50,39.00,-193.00,-159.25
155356 2.19,24.50,39.00,0.25,12.00
155357 2.19,24.50,39.00,53.25,-70.75
155365 2.19,24.50,39.00,-247.25,73.00
155365 2.19,24.50,39.00,128.50,-243.00
155373 2.19,24.50,39.00,-299.75,20.00
155374 2.19,24.50,39.00,380.00,66.75
155381 2.19,24.50,39.00,166.75,16.50
155382 2.19,24.50,39.00,128.25,158.25
155388 2.19,24.50,39.00,-436.75,-14.75
155389 2.19,24.50,39.00,-393.25,146.00
155396 2.19,24.50,39.00,-70.25,-43.25
155398 2.19,24.50,39.00,123.25,-25.75
155405 2.19,24.50,39.00,87.25,47.75
155405 2.19,24.50,39.00,52.50,96.50
155413 2.19,24.50,39.00,-24.25,4.50
155413 2.19,24.50,39.00,-17.25,-3.50
155421 2.19,24.50,39.00,85.25,-2.50
155421 2.19,24.50,39.00,95.75,-42.25
155429 2.19,24.50,39.00,-48.50,-12.00
155430 2.19,24.50,39.00,-37.75,-8.00
155437 2.19,24.50,39.00,-40.00,-36.50
155437 2.19,24.50,39.00,-91.50,-223.00
155446 2.19,24.50,39.00,-20.00,-30.50
155446 2.19,24.50,39.00,69.50,81.25
155453 2.19,24.50,39.00,204.00,84.50
155453 2.19,24.50,39.00,204.25,-177.00
155461 2.19,24.50,39.00,-74.75,-297.50
155461 2.19,24.50,39.00,-224.25,232.75
155469 2.19,24.50,39.00,-99.00,-158.25
155469 2.19,24.50,39.00,-158.00,144.50
155477 2.19,24.50,39.00,2.00,160.75
155477 2.19,24.50,39.00,-20.00,117.00
155485 2.19,24.50,39.00,-194.00,-104.50
155486 2.19,24.50,39.00,-99.25,-1.25
155493 2.19,24.50,39.00,-84.50,-118.00
155493 2.19,24.50,39.00,-215.00,-137.75
155501 2.19,24.50,39.00,125.25,-35.75
155501 2.19,24.50,39.00,-52.50,167.50
155509 2.19,24.50,39.00,-0.50,38.00
155509 2.19,24.50,39.00,-95.25,5.00
155517 2.19,24.50,39.00,-39.50,-193.50
155517 2.19,24.50,39.00,450.00,166.00
155525 2.19,24.50,39.00,488.75,114.75
155525 2.19,24.50,39.00,199.50,-9.25
155533 2.19,24.50,39.00,-93.00,-24.75
155533 2.19,24.50,39.00,223.25,-97.00
155541 2.19,24.50,39.00,238.50,-90.00
155541 2.19,24.50,39.00,526.00,361.25
155549 2.19,24.50,39.00,233.50,131.75
155549 2.19,24.50,39.00,-76.75,102.25
155557 2.19,24.50,39.00,-291.50,29.00
155557 2.19,24.50,39.00,-347.25,-466.00
155565 2.19,24.50,39.00,-254.50,-9.50
155565 2.19,24.50,39.00,-219.50,108.25
155574 2.19,24.50,39.00,-181.50,-141.00
155574 2.19,24.50,39.00,346.75,-227.25
155582 2.19,24.50,39.00,181.25,8.50
155582 2.19,24.50,39.00,-209.50,-99.50
155589 2.19,24.50,39.00,-117.75,-87.75
155589 2.19,24.50,39.00,-111.25,183.50
155598 2.19,24.50,39.00,-93.50,71.50
155598 2.19,24.50,39.00,-15.75,41.00
155606 2.19,24.50,39.00,26.25,100.00
155607 2.19,24.50,39.00,-34.00,11.25
155613 2.19,24.50,39.00,-210.50,106.25
155613 2.19,24.50,39.00,-7.50,-31.00
155622 2.19,24.50,39.00,124.50,-292.75
155623 2.19,24.50,39.00,-39.25,25.50
155630 2.19,24.50,39.00,-140.25,54.75
155630 2.19,24.50,39.00,5.25,1.50
155638 2.19,24.50,39.00,-14.25,-65.25
155638 2.19,24.50,39.00,73.50,-15.25
155646 2.19,24.50,39.00,36.00,6.50
155646 2.19,24.50,39.00,120.00,76.00
155654 2.19,24.50,39.00,322.50,9.50
155655 2.19,24.50,39.00,110.00,-128.50
155661 2.19,24.50,39.00,-66.50,85.00
155661 2.19,24.50,39.00,-128.75,-147.50
155670 2.19,24.50,39.00,80.50,34.00
155670 2.19,24.50,39.00,26.75,-87.75
155678 2.19,24.50,39.00,15.50,213.50
155678 2.19,24.50,39.00,19.50,-88.75
155686 2.19,24.50,39.00,220.00,-54.00
155686 2.19,24.50,39.00,287.50,293.50
155693 2.19,24.50,39.00,132.25,234.25
155693 2.19,24.50,39.00,-89.25,128.25
155701 2.19,24.50,39.00,-393.50,206.25
155701 2.19,24.50,39.00,87.00,-139.50
155709 2.19,24.50,39.00,-202.00,-336.75
155709 2.19,24.50,39.00,-252.75,-135.75
155718 2.19,24.50,39.00,-135.00,-72.00
155718 2.19,24.50,39.00,16.75,-158.50
155725 2.19,24.50,39.00,14.00,25.00
155725 2.19,24.50,39.00,-191.00,22.50
155733 2.19,24.50,39.00,347.75,47.25
155733 2.19,24.50,39.00,62.25,-213.25
155741 2.19,24.50,39.00,181.00,-41.75
155742 2.19,24.50,39.00,134.25,31.50
155749 2.19,24.50,39.00,-167.75,6.00
155749 2.19,24.50,39.00,47.25,126.75
155758 2.19,24.50,39.00,249.00,-80.00
155758 2.19,24.50,39.00,35.50,159.75
155765 2.19,24.50,39.00,38.50,107.50
155766 2.19,24.50,39.00,-229.75,-251.50
155773 2.19,24.50,39.00,-119.25,56.25
155773 2.19,24.50,39.00,-137.75,-33.00
155781 2.19,24.50,39.00,98.50,-57.75
155781 2.19,24.50,39.00,135.50,16.50
155789 2.19,24.50,39.00,-313.00,146.75
155790 2.19,24.50,39.00,-201.75,-0.75
155797 2.19,24.50,39.00,55.75,-51.50
155797 2.19,24.50,39.00,-207.75,-121.75
155805 2.19,24.50,39.00,343.50,-120.50
155805 2.19,24.50,39.00,528.25,-230.25
155813 2.19,24.50,39.00,-433.25,514.25
155813 2.19,24.50,39.00,166.50,233.00
155821 2.19,24.50,39.00,95.00,-279.00
155821 2.19,24.50,39.00,139.25,301.25
155829 2.19,24.50,39.00,-116.25,146.75
155829 2.01,24.50,39.00,-206.75,-125.50
155838 2.01,24.50,39.00,-1.00,7.50
155838 2.01,24.50,39.00,-37.25,-143.25
155845 2.01,24.50,39.00,-170.25,137.25
155845 2.01,24.50,39.00,235.50,-82.00
155853 2.01,24.50,39.00,153.50,196.75
155853 2.01,24.50,39.00,-25.00,-105.00
155860 2.01,24.50,39.00,31.75,52.00
155862 2.01,24.50,39.00,-149.75,62.50
155869 2.01,24.50,39.00,-35.75,114.25
155870 2.01,24.50,39.00,-335.25,-154.75
155877 2.01,24.50,39.00,36.75,-28.50
155878 2.01,24.50,39.00,143.75,-235.25
155885 2.01,24.50,39.00,-123.50,-94.75
155886 2.01,24.50,39.00,-154.75,416.25
155894 2.01,24.50,39.00,56.50,-26.00
155894 2.01,24.50,39.00,-1.00,-151.50
155901 2.01,24.50,39.00,-43.25,-31.75
155902 2.01,24.50,39.00,67.75,-203.00
155910 2.01,24.50,39.00,-197.25,83.25
155910 2.01,24.50,39.00,57.25,38.75
155917 2.01,24.50,39.00,41.50,14.25
155918 2.01,24.50,39.00,-67.25,-24.25
155925 2.01,24.50,39.00,-36.25,137.50
155926 2.01,24.50,39.00,69.25,-244.00
155933 2.01,24.50,39.00,-9.75,-170.50
155934 2.01,24.50,39.00,-103.50,132.75
155941 2.01,24.50,39.00,-80.25,50.00
155942 2.01,24.50,39.00,72.25,-19.00
155949 2.01,24.50,39.00,96.50,5.75
155950 2.01,24.50,39.00,177.25,98.50
155957 2.01,24.50,39.00,52.50,-18.75
155958 2.01,24.50,39.00,4.25,74.00
155965 2.01,24.50,39.00,-10.25,-51.25
155965 2.01,24.50,39.00,-327.50,-47.75
155973 2.01,24.50,39.00,-71.75,-83.50
155973 2.01,24.50,39.00,118.25,39.75
155981 2.01,24.50,39.00,81.75,13.00
155981 2.01,24.50,39.00,-28.75,-101.25
155989 2.01,24.50,39.00,-41.00,-59.25
155989 2.01,24.50,39.00,328.25,166.25
155997 2.01,24.50,39.00,148.00,16.75
155997 2.01,24.50,39.00,12.75,105.75
156005 2.01,24.50,39.00,-271.75,-9.00
156005 2.01,24.50,39.00,186.75,-165.50
156013 2.01,24.50,39.00,183.25,-246.00
156013 2.01,24.50,39.00,70.50,38.75
156021 2.01,24.50,39.00,5.50,52.75
156022 2.01,24.50,39.00,-102.75,233.75
156030 2.01,24.50,39.00,229.00,33.25
156030 2.01,24.50,39.00,11.00,-160.50
156037 2.01,24.50,39.00,121.00,182.50
156037 2.01,24.50,39.00,160.00,-64.25
156045 2.01,24.50,39.00,-26.75,63.75
156045 2.01,24.50,39.00,-453.50,276.75
156053 2.01,24.50,39.00,-127.25,-98.25
156053 2.01,24.50,39.00,-66.75,-188.50
156061 2.01,24.50,39.00,-294.25,24.25
156061 2.01,24.50,39.00,-230.25,-60.00
156068 2.01,24.50,39.00,39.75,-203.00
156069 2.01,24.50,39.00,510.75,-16.50
156077 2.01,24.50,39.00,6.50,70.75
156077 2.01,24.50,39.00,-159.50,191.25
156085 2.01,24.50,39.00,-38.75,-107.75
156085 2.01,24.50,39.00,5.50,-83.25
156092 2.01,24.50,39.00,103.25,227.50
156093 2.01,24.50,39.00,177.25,117.50
156100 2.01,24.50,39.00,-543.00,-42.00
156101 2.01,24.50,39.00,-417.25,127.00
156109 2.01,24.50,39.00,-41.75,-677.25
156109 2.01,24.50,39.00,-156.75,173.25
156117 2.01,24.50,39.00,202.00,32.00
156117 2.01,24.50,39.00,263.25,-80.50
156125 2.01,24.50,39.00,209.50,-97.00
156125 2.01,24.50,39.00,152.75,-140.00
156133 2.01,24.50,39.00,178.50,-108.25
156133 2.01,24.50,39.00,90.75,160.75
156141 2.01,24.50,39.00,120.00,385.00
156141 2.01,24.50,39.00,62.50,274.00
156148 2.01,24.50,39.00,-91.25,15.50
156149 2.01,24.50,39.00,-173.75,124.00
156156 2.01,24.50,39.00,-35.75,-17.25
156157 2.01,24.50,39.00,147.25,-32.00
156165 2.01,24.50,39.00,104.00,104.25
156165 2.01,24.50,39.00,119.75,1.50
156173 2.01,24.50,39.00,-43.50,82.50
156174 2.01,24.50,39.00,-64.75,-38.25
156181 2.01,24.50,39.00,-41.75,-121.25
156181 2.01,24.50,39.00,-67.25,72.00
156189 2.01,24.50,39.00,-107.00,-180.25
156189 2.01,24.50,39.00,-80.75,-108.50
156198 2.01,24.50,39.00,41.50,224.00
156198 2.01,24.50,39.00,155.00,56.50
156205 2.01,24.50,39.00,-203.50,-3.25
156206 2.01,24.50,39.00,-137.00,-25.50
156213 2.01,24.50,39.00,-514.50,-285.75
156214 2.01,24.50,39.00,-75.00,-31.00
156221 2.01,24.50,39.00,152.75,-193.50
156221 2.01,24.50,39.00,-69.50,169.00
156229 2.01,24.50,39.00,-195.75,29.50
156229 2.01,24.50,39.00,58.75,-66.50
156237 2.01,24.50,39.00,308.00,-32.00
156238 2.01,24.50,39.00,39.25,182.25
156246 2.01,24.50,39.00,-58.00,15.25
156246 2.01,24.50,39.00,18.00,-66.75
156253 2.01,24.50,39.00,91.75,43.25
156253 2.01,24.50,39.00,-16.25,20.25
156262 2.01,24.50,39.00,-44.00,120.00
156262 2.01,24.50,39.00,32.50,59.00
156269 2.01,24.50,39.00,-56.75,81.75
156269 2.01,24.50,39.00,8.75,8.50
156278 2.01,24.50,39.00,-200.75,-55.25
156278 2.01,24.50,39.00,-68.75,-95.75
156286 2.01,24.50,39.00,86.50,-97.25
156286 2.01,24.50,39.00,-14.75,-72.25
156294 2.01,24.50,39.00,-107.00,-39.00
156294 2.01,24.50,39.00,-4.75,-126.25
156302 2.01,24.50,39.00,184.75,13.00
156302 2.01,24.50,39.00,337.00,89.00
156310 2.01,24.50,39.00,142.25,217.25
156310 2.01,24.50,39.00,-225.75,14.25
156317 2.01,24.50,39.00,-506.00,-211.00
156318 2.01,24.50,39.00,-18.50,-319.50
156325 2.01,24.50,39.00,52.50,-98.25
156326 2.01,24.50,39.00,-172.00,-22.75
156333 2.01,24.50,39.00,-26.50,136.25
156333 2.01,24.50,39.00,-130.25,-55.00
156341 2.01,24.50,39.00,-132.25,-357.00
156341 2.01,24.50,39.00,125.75,201.50
156349 2.01,24.50,39.00,-368.50,55.50
156349 2.01,24.50,39.00,-145.50,24.25
156357 2.01,24.50,39.00,78.75,58.50
156357 2.01,24.50,39.00,37.50,-322.25
156366 2.01,24.50,39.00,41.25,145.50
156366 2.01,24.50,39.00,108.75,10.00
156374 2.01,24.50,39.00,283.75,-8.50
156374 2.01,24.50,39.00,171.75,127.50
156381 2.01,24.50,39.00,34.50,43.75
156382 2.01,24.50,39.00,161.00,-32.75
156389 2.01,24.50,39.00,73.00,-35.00
156389 2.01,24.50,39.00,7.50,4.50
156397 2.01,24.50,39.00,-273.00,-53.75
156397 2.01,24.50,39.00,358.75,176.00
156406 2.01,24.50,39.00,-29.25,-104.75
156406 2.01,24.50,39.00,130.00,1.50
156414 2.01,24.50,39.00,-229.75,-4.25
156414 2.01,24.50,39.00,225.75,531.75
156422 2.01,24.50,39.00,-6.00,-356.50
156422 2.01,24.50,39.00,-225.00,-12.75
156430 2.01,24.50,39.00,-18.25,188.75
156430 2.01,24.50,39.00,354.50,-221.50
156439 2.01,24.50,39.00,-4.00,-283.50
156439 2.01,24.50,39.00,-198.00,45.00
156445 2.01,24.50,39.00,-117.00,-10.50
156446 2.01,24.50,39.00,78.75,-22.75
156454 2.01,24.50,39.00,13.50,13.75
156454 2.01,24.50,39.00,8.75,73.25
156462 2.01,24.50,39.00,24.75,-81.50
156462 2.01,24.50,39.00,-25.25,46.75
156470 2.01,24.50,39.00,51.50,-11.50
156470 2.01,24.50,39.00,127.25,25.50
156478 2.01,24.50,39.00,65.75,128.00
156478 2.01,24.50,39.00,147.00,90.50
156486 2.01,24.50,39.00,356.75,-65.00
156486 2.01,24.50,39.00,469.75,21.50
156493 2.01,24.50,39.00,231.00,72.75
156493 2.01,24.50,39.00,-109.25,114.00
156501 2.01,24.50,39.00,-389.25,63.75
156501 2.01,24.50,39.00,-399.00,37.50
156509 2.01,24.50,39.00,23.75,-283.25
156509 2.01,24.50,39.00,417.00,366.25
156517 2.01,24.50,39.00,276.00,67.50
156517 2.01,24.50,39.00,186.50,408.00
156525 2.01,24.50,39.00,74.75,74.25
156525 2.01,24.50,39.00,-567.25,-224.25
156533 2.01,24.50,39.00,-448.25,-502.25
156533 2.01,24.50,39.00,150.50,-30.00
156541 2.01,24.50,39.00,348.50,-59.25
156542 2.01,24.50,39.00,42.50,36.00
156549 2.01,24.50,39.00,14.25,399.50
156550 2.01,24.50,39.00,38.75,-8.25
156558 2.01,24.50,39.00,-107.25,-21.00
156558 2.01,24.50,39.00,-563.00,-45.50
156566 2.01,24.50,39.00,-422.75,-307.25
156566 2.01,24.50,39.00,-241.25,-216.00
156574 2.01,24.50,39.00,72.50,210.00
156575 2.01,24.50,39.00,666.00,25.50
156581 2.01,24.50,39.00,308.25,-121.50
